MULTIPLIER,BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS
,rightside brewing,beer,17
,cosmic,wine,17
,stolichnaya stoli hot,spirits,17
,realm,wine,17
,2 silos,beer,17
,butchs petite,frozen pizza  pizza snacks,17
,shoppers value,bath  body,17
,synopsis,beer,17
,pendleton midnight,spirits,17
,bikini atoll,beer,17
,fat heads brewery,beer,17
,drafting table brewing company,beer,17
,beso del sol,wine,17
,kooksoondang,wine,17
,kilbeggan,spirits,17
,fontodi,wine,17
,mojito republic,drink mixes,17
,k,wine,17
,sanit arnold,beer,17
,lytt,malt beverages,17
,alberto vo5,hair care,17
,ron barcelo,spirits,17
,cara mia,wine,17
,fairlife,milk,17
,kkl,spirits,17
,moreno,wine,17
,georgia southern isles tropical ipa,beer,17
,deception,spirits,17
,partake,malt beverages,17
,sun food super foods,bath  body,17
,winery 1912,wine,17
,royal challenge,spirits,17
,no li,beer,17
,isabella,wine,17
,millner heritage vineyard and winery,wine,17
,old bakery beer,beer,17
,city escape,wine,17
,square one,spirits,17
,ww,wine,17
,banana boat,skin care,17
,riverset,spirits,17
,original sin elderberry hard cider,fruit juices,17
,canard duchene,wine,17
,intracoastal,beer,17
,old overholt,spirits,17
,flying machine,beer,17
,beach st,spirits,17
,gracias a dios,spirits,17
,mulholland,spirits,17
,campbells slow kettle,soup  broth,17
,kentucky dale,spirits,17
,el afan,spirits,17
,third shifit,beer,17
,pride mountain vineyards,wine,17
,franklin hill vineyards,wine,17
,savino,wine,17
,wo western cape,wine,17
,andalusia whiskey co,spirits,17
,les bouquinistes,wine,17
,dented brick,spirits,17
,bisquit and dubouche,spirits,17
,phase three brewing company,beer,17
,cirrus,spirits,17
,umiki,spirits,17
,flying tiger brewery,beer,17
,affentaler,wine,17
,bolthouse farms,vegetable juices,17
,einbecker,beer,17
,master gao,beer,17
,yards,beer,17
,vegas baby,spirits,17
,natural blonde,drink mixes,17
,summit sundance cider,fruit juices,17
,ca del sarto,wine,17
,nice,bath  body,17
,nine pin,fruit juices,17
,bruno collection,wine,17
,kiitos rimando pale ale,beer,17
,la fiole,wine,17
,munkle gully washer wit wheat ale,beer,17
,brodys,spirits,17
,gourmet du village,drink mixes,17
,speyburn,spirits,17
,twenty rows,wine,17
,gritty mcduffs variety pack,beer,17
,sockeye,beer,17
,mythos,beer,17
,finnriver,fruit juices,17
,naufragar,wine,17
,larabar,cookies,17
,sunny d,fruit juices,17
,merry edwards,wine,17
,armand de brignac,wine,17
,bakery fresh goodness,deli counter,17
,serata,spirits,17
,jacques cardin,spirits,17
,brown sugar bourbon,spirits,17
,argyle,wine,17
,yee haw,beer,17
,fritz windisch,wine,17
,flat rock,wine,17
,conair,hair care,17
,back bay brewing co,fruit juices,17
,miller genuine red,beer,17
,goya,nut butters  jam,17
,noval,wine,17
,wildcide,fruit juices,17
,psh,wine,17
,thimble island,beer,17
,frei brothers sonoma reserve,wine,17
,copper moon,spirits,17
,anatomy no 1,wine,17
,noca,malt beverages,17
,les vignes du prince,wine,17
,ferrante,wine,17
,ramoro,wine,17
,dust bowl brewing company,beer,17
,cantine colosi,wine,17
,viticoltori dell acquese,wine,17
,barrel 41 brewing co,beer,17
,wow,wine,17
,carra coviello,wine,17
,twisted tea hard iced tea passion fruit,tea,17
,belching beaver,beer,17
,excellence,household supplies,17
,shorts brew,malt beverages,17
,muir glen,dips  salsa,17
,txakoli primo,wine,17
,the whistler,spirits,17
,matarromera,wine,17
,pursuit united,spirits,17
,route victor,wine,17
,ax,beer,17
,goya,packaged seafood,17
,sailfish brewing company,beer,17
,atwater,beer,16
,enviro kidz,cereal granola  toaster pastries,16
,smart care,baby bathing,16
,essentially geared,wine,16
,epic,spirits,16
,vero,candy,16
,delaforce,wine,16
,tandem ciders,fruit juices,16
,kind,frozen desserts,16
,g hughes,condiments,16
,publix,pretzels,16
,celebrations,candy,16
,instyle,cooking  baking,16
,better valu,bath  body,16
,kuromatsu hakushika,spirits,16
,urban pie,frozen desserts,16
,spring tree,cooking  baking,16
,10th mountain,spirits,16
,heb organics,red pasta sauce,16
,sugar in the raw,cooking  baking,16
,karbach viva chela mexican style lager,beer,16
,krispy kreme,snack cakes,16
,nature made,feminine hygeine,16
,ginos,frozen pizza  pizza snacks,16
,value corner,bath  body,16
,all other brands,yogurt,16
,viva spritz,cooking  baking,16
,true north season of the witch hazy  juicy,beer,16
,gamesa,crackers,16
,westbrook brewing co,malt beverages,16
,black fly,spirits,16
,volker eisele,wine,16
,full moonshine,spirits,16
,texas beer co,beer,16
,faire la fete,wine,16
,scoville,spirits,16
,vedett,beer,16
,root touchup,hair care,16
,mckenzie,spirits,16
,wild maine hard seltzer,spirits,16
,chateau curton la perriere,wine,16
,big truck,beer,16
,epidemic ales,beer,16
,hakutsuru awayuki,wine,16
,mccormick gold label,spirits,16
,against the grain brewery,beer,16
,more,beer,16
,13th colony,spirits,16
,brew detroit slaps roof ipa,beer,16
,uinta brewing co,beer,16
,outsiders pizza company,frozen pizza  pizza snacks,16
,hillshire farm,cheese,16
,johnny cuba,beer,16
,vva,beer,16
,sierra norte,spirits,16
,state line distillery,spirits,16
,mc williams of coonawarra,wine,16
,paula kornell,wine,16
,golden valley brewery,beer,16
,rashi,wine,16
,eiregold,spirits,16
,roaming dog,wine,16
,vintage crush,wine,16
,unmuddled,drink mixes,16
,spiral brewery,beer,16
,field recordings,wine,16
,superior lakes,wine,16
,codr,spirits,16
,naia,wine,16
,maruchan,packaged meals  sides,16
,martin ray mariage,wine,16
,key all days off autentica mexican lager,beer,16
,craftwork,wine,16
,rethink,wine,16
,charles heidsieck,wine,16
,critz farms,fruit juices,16
,vitiano,wine,16
,hopkins vineyard,wine,16
,culinaria,fruit juices,16
,lagunitas,water,16
,the balvenie,spirits,16
,el cejas micheladas mix,drink mixes,16
,new glory citra dream ipa,beer,16
,fargo brewing company,beer,16
,fetzer,wine,16
,core brewing and distilling co,spirits,16
,henry weinhards,medicines  treatments,16
,i am indianapolis,wine,16
,leona,wine,16
,new image brewing,beer,16
,the blissful bird,wine,16
,steel bender brewyard,beer,16
,black plague,beer,16
,i am cleveland,wine,16
,mutiny,spirits,16
,casa madero,wine,16
,koenig vineyards,wine,16
,hop city brewing co,beer,16
,soonish,beer,16
,heb,pesto sauce,16
,arette,spirits,16
,mystic cliffs,wine,16
,santa di terrossa,wine,16
,derrumbes,spirits,16
,i vignaioli di s stefano,wine,16
,unilever group,bath  body,16
,claremont craft ales,beer,16
,griffo,spirits,16
,warpigs and three floyds chaos monger double,beer,16
,bisquick,refrigerated doughs,16
,american vintage,malt beverages,16
,hall ranch,spirits,16
,cadre,wine,16
,stonefire,chips,16
,milwaukee brewing co hop luck pack variety p,beer,16
,little sumo,spirits,16
,sugar lips wine,wine,16
,lone elm,spirits,16
,kinky blue,spirits,16
,honest abe,fruit juices,16
,the guide wine company,wine,16
,adams county winery,wine,16
,strohs light,beer,16
,robert sinskey vineyards,wine,16
,homestead,beer,16
,wander brewing,beer,16
,pipeworks brewing co,beer,16
,mr black,spirits,16
,tequiponch,spirits,16
,zoom juice,wine,16
,stolichnaya stoli vanil,spirits,16
,red bull,sports drinks,16
,elo,wine,16
,stellar organics,wine,16
,jb raders,spirits,16
,sunshine bliss,wine,16
,spring creek,wine,16
,boulevard 3 floyds brewing co,beer,16
,la croix curate,carbonated soft drinks,16
,elmers,medicines  treatments,16
,fix,spirits,16
,hotel starlino,wine,16
,loreal paris,skin care,16
,vermont ice,spirits,16
,bards tale beer,beer,16
,crazy elk,wine,16
,avua,spirits,16
,mattingly and moore,spirits,16
,carmel,wine,16
,crazy richards,crackers,16
,suvali,wine,16
,viva riva,drink mixes,16
,white street brewing co,beer,16
,4 hands brewing co,malt beverages,16
,forgotten boardwalk brewing co,beer,16
,meow mix,frozen turkey,16
,morandini,spirits,16
,modelo chelada,beer,16
,boone and crockett club,spirits,16
,sara lee artseano,bakery,16
,lanikai brewing company,beer,16
,gaspard,wine,16
,mr mix,drink mixes,16
,los angeles ale works,beer,16
,blue diamond xtremes,nuts  seeds,16
,adega de borba,wine,16
,dc brau full transparency hard seltzer orang,hard seltzers sodas waters lemonades  teas,16
,urban pie,frozen pizza  pizza snacks,16
,grand river 313 polish lager,beer,16
,mccormick,sauces  marinades,16
,hill smith,wine,16
,gloria,wine,16
,mullets,drink mixes,16
,simple truth,sauces  marinades,16
,progression brewing company,beer,16
,amalaya,wine,16
,stubborn soda,carbonated soft drinks,16
,bergstrom,wine,16
,explorium brew pub,beer,16
,kings county distillery,spirits,16
,amador,spirits,16
,menestrello,wine,16
,badger mountain,wine,16
,krusteaz,cookies,16
,pavilions,cooking  baking,15
,tighthead brewing company,beer,15
,luv n care,baby bathing,15
,kernel seasons,cooking  baking,15
,more brewing company,beer,15
,her spirit,spirits,15
,on the border,cooking  baking,15
,laura lynn,pretzels,15
,jet puffed,cooking  baking,15
,hummin bird,beer,15
,litehouse,dressings,15
,lamb weston alexia,frozen sides,15
,eastern kille,spirits,15
,giesen,wine,15
,red lodge ales brewing company,beer,15
,elevation beer co,beer,15
,6 oclock,spirits,15
,mast landing windbreaker double dry hopped i,beer,15
,azulejos,spirits,15
,negroni,spirits,15
,chads pizza,frozen pizza  pizza snacks,15
,definitive brewing company,beer,15
,ron de el salvador cihuatan,spirits,15
,zone,crackers,15
,clouston and co,wine,15
,voortman bakery,cookies,15
,47 anno domini,wine,15
,ron pontalba,spirits,15
,beltway,beer,15
,ada lovelace,spirits,15
,lechuza,wine,15
,loowit brewing company,beer,15
,mossburn,spirits,15
,lock city,beer,15
,foundry distilling co,spirits,15
,selvarey,spirits,15
,orin swift,wine,15
,telluride,spirits,15
,tin roof brewing co,beer,15
,bob evans,prepared meals,15
,borgo magredo,wine,15
,slam dunk,wine,15
,jettlynn winery,wine,15
,pret a boire,wine,15
,loonshine,spirits,15
,chinon,wine,15
,macleods,spirits,15
,brew dr kombucha,tea,15
,rush creek distilling,spirits,15
,black mountain distillery,spirits,15
,cantine maschio,wine,15
,humble forager,malt beverages,15
,the prideful goat,spirits,15
,camelopard,wine,15
,fifty fifty brewing co,beer,15
,hormel,bread,15
,clos palet,wine,15
,brasserie d achouffe variety pack,beer,15
,ore dock blond belgian style ale,beer,15
,sun and earth,bath  body,15
,fiddler,spirits,15
,tarot,wine,15
,belching beaver brewery and karl strauss belching beaver b,beer,15
,potters craft cidery,fruit juices,15
,la brava,wine,15
,annies homegrown grocery,cookies,15
,local choice,spirits,15
,rimmel,makeup,15
,no coast,beer,15
,seagrams escapes navy pear,malt beverages,15
,lautenbachs orchard country,wine,15
,sniki tiki,malt beverages,15
,thelema sutherland,wine,15
,cascadian farm,nuts  seeds,15
,coeur clementine,wine,15
,spiked seltzer variety pack,malt beverages,15
,brewery,beer,15
,laville pavillon,wine,15
,author mead co,wine,15
,brunonia,beer,15
,mark ryan winery,wine,15
,four monkey wines,wine,15
,sand point,wine,15
,the lost chapters,wine,15
,robert hall,wine,15
,omage,spirits,15
,peels,malt beverages,15
,bombergers declaration,spirits,15
,blue clover,spirits,15
,arm  hammer,foot care,15
,bud light platinum seltzer,malt beverages,15
,new heights,beer,15
,de proefbrouwerij and new glarus brwng co,beer,15
,journeyman distillery corsets whps whsky,spirits,15
,mikerphone brewing,beer,15
,ommegang quadrupel conundrum variety pack,beer,15
,watermelon splash,wine,15
,orono brewing,beer,15
,nankai,spirits,15
,morgan territory brewing,beer,15
,von trapp brewing,beer,15
,regio,wine,15
,two brothers brewing co,beer,15
,zilker,beer,15
,clear value,bath  body,15
,allagash brewing company,beer,15
,row 2 hill 56,beer,15
,turley,wine,15
,tree fort,wine,15
,rivertowne,beer,15
,ballard lane,wine,15
,oskar blues brewery,beer,15
,seven daughters,wine,15
,opici,wine,15
,two bitch,spirits,15
,shorts shandy squad variety pack,beer,15
,fiore,wine,15
,10barrel brewing co,beer,15
,ilauri,wine,15
,lady velvet,spirits,15
,lone star seltzer,malt beverages,15
,prichards,spirits,15
,boom island brewing company,beer,15
,islander,beer,15
,libelula,spirits,15
,canilla,rice  grains,15
,pf,beer,15
,day,wine,15
,cenote,spirits,15
,paternina,wine,15
,tahwahkaro,spirits,15
,black husky brewing,beer,15
,mast landing brewing company,beer,15
,bar harbor,beer,15
,jam band,wine,15
,aymara,wine,15
,tabernero,spirits,15
,fresh craft co,wine,15
,old fitzgerald,spirits,15
,bar s,prepared meals,15
,bohemian brewery oktoberfest lagers,beer,15
,wiedemann bohemian,beer,15
,casa lunardi,wine,15
,michelob ultra organic seltzer,malt beverages,15
,good foods,dips  salsa,15
,8 ball,spirits,15
,bembel with care,fruit juices,15
,loca ciuca,wine,15
,dr hops kombucha beer,malt beverages,15
,eel river brewing company,malt beverages,15
,dewey beer company,beer,15
,ziegenbock,beer,15
,raised grain doktoberfest marzen lager,beer,15
,house lager,beer,15
,damn good,spirits,15
,m chapoutier,wine,15
,dos maderas,spirits,15
,ground breaker,beer,15
,sforno,wine,15
,rem brand,condiments,15
,tatra,beer,15
,wolfgang puck,cooking  baking,15
,brazos valley brewing co,drink mixes,15
,accel light,beer,15
,chateau lilian ladouys,wine,15
,cuvee des connoisseurs,wine,15
,henriot,wine,15
,ron cartavio,spirits,15
,old monk,spirits,15
,zignum,spirits,15
,oralb,bath  body,15
,cru,wine,15
,kalifornia distilleries inc,spirits,15
,opera prima,wine,15
,nestle,cookies,15
,binyamina,wine,15
,ritz,crackers,15
,mirabello,wine,15
,monmousseau,wine,15
,calcareous,wine,15
,hinckley springs,water,15
,scrubbing bubbles,bath  body,15
,french lick,wine,15
,wildcraft cider works,fruit juices,15
,graham norton,wine,15
,crunk juce,malt beverages,15
,snake herring,wine,15
,la tannerie,wine,15
,earths best,frozen chicken,15
,fisher boy,frozen seafood,15
,three roll estate,spirits,15
,trione,wine,15
,cuvee jean paul,wine,15
,luna bay,malt beverages,15
,majesty,spirits,14
,naveran,wine,14
,rail house brewery,beer,14
,exact,spirits,14
,virgil kaine,spirits,14
,annies homegrown grocery,soup  broth,14
,el libre,wine,14
,boundary breaks vineyard,wine,14
,rothman and winter,spirits,14
,hops and grain brewing,beer,14
,johnsonville,frozen,14
,downeast cider house,malt beverages,14
,michelob centennial,beer,14
,bicerin di giandujotto,spirits,14
,pol clement,wine,14
,the hopewell brewing co,beer,14
,greenhook ginsmiths,spirits,14
,bierly,beer,14
,gervais gobillard,wine,14
,thirteenth colony distilleries,spirits,14
,argonaut the claim,spirits,14
,new york,spirits,14
,stillwater,beer,14
,fields and ivy brewery,beer,14
,bastianich,wine,14
,natures bounty,medicines  treatments,14
,ge massenez,spirits,14
,capurro,spirits,14
,los vecinos del campo,spirits,14
,p,bath  body,14
,belle jardin,wine,14
,vintage brewing co,beer,14
,signature select,dips  salsa,14
,declans,wine,14
,vernal brewing co,beer,14
,weldwerks brewing co,beer,14
,pietro,wine,14
,milwaukee brewing co mke ipa,beer,14
,adroit theory brewing company,beer,14
,foggy mountain latitude 45,spirits,14
,midnight sun brewing co,beer,14
,grainworks brewing company,beer,14
,tread,wine,14
,du nord frieda,spirits,14
,foss marai,wine,14
,schweppes,carbonated soft drinks,14
,grune fee,spirits,14
,canon and draw,beer,14
,big mountain ciderworks,fruit juices,14
,spirit hound distillers,spirits,14
,chestnut farms,spirits,14
,nutro,rice  grains,14
,val dieu,beer,14
,poggiobello,wine,14
,ticklebelly,snack cakes,14
,rexgoliath,wine,14
,bear creek,spirits,14
,taiwan,beer,14
,yellow bird,spirits,14
,backpack wine,wine,14
,oliphant brewing,beer,14
,gouden carolus,beer,14
,cote de paradis,wine,14
,sincera,wine,14
,polonaise,spirits,14
,fleuraison,wine,14
,trump,spirits,14
,feileacan,spirits,14
,faction,beer,14
,blanche de bruxelles,beer,14
,calisaya,spirits,14
,gogurt,yogurt,14
,louis perdrier,wine,14
,talbott,wine,14
,almez,wine,14
,pizzelle di nonna,cookies,14
,canerock,spirits,14
,pelican pub and brewery,beer,14
,my story,wine,14
,welchs fruit shot,fruit juices,14
,wollersheim winery,wine,14
,karrikin,spirits,14
,hooten young,spirits,14
,cielo,wine,14
,corgi,spirits,14
,dc brau,malt beverages,14
,shorts brew company,beer,14
,excelsior,beer,14
,sociable cider variety pack,fruit juices,14
,community beer co,beer,14
